ID,Hydrophobicity,Type
A0A075IPP2_361_3,-0.21278195488721874,Generated
A0A948EPL6_362_3,-0.13317191283292984,Generated
A0A948EPL6_363_3,-0.26828087167070264,Generated
A0A948EPL6_364_3,-0.14624697336561807,Generated
A0A948EPL6_365_3,-0.188377723970945,Generated
A0A948EPL6_366_3,-0.23292978208232518,Generated
A0A948EPL6_367_3,-0.1845036319612596,Generated
A0A948EPL6_368_3,-0.1687651331719134,Generated
A0A1G0AW29_369_3,-0.38191489361702136,Generated
A0A1G0AW29_370_3,-0.3074468085106389,Generated
A0A1G0AW29_371_3,-0.30978723404255376,Generated
A0A948EPL6_372_3,-0.2147699757869256,Generated
A0A075ISY8_373_3,-0.12166246851385411,Generated
A0A075ISY8_374_3,-0.24937027707808582,Generated
A0A7V7WQB9_375_3,-0.15248380129589673,Generated
A0A3M2BFW8_376_3,-0.29935897435897485,Generated
A0A075IPP2_377_3,-0.060150375939849544,Generated
A0A832ANL8_378_3,-0.254086538461539,Generated
A0A832ANL8_379_3,-0.20552884615384664,Generated
A0A832ANL8_380_3,-0.19278846153846224,Generated
A0A1G0AW29_381_3,-0.3553191489361703,Generated
A0A075IPP2_382_3,-0.1508771929824564,Generated
A0A075IPP2_383_3,-0.16691729323308307,Generated
A0A075IPP2_384_3,-0.13533834586466165,Generated
A0A075IPP2_385_3,-0.10426065162907296,Generated
A0A075IPP2_386_3,-0.23258145363408567,Generated
A0A075IPP2_387_3,-0.19874686716792025,Generated
A0A075IPP2_388_3,-0.03433583959899748,Generated
A0A075IPP2_389_3,-0.11654135338345897,Generated
A0A1G0AW29_390_4,-0.33361702127659615,Generated
A0A1G0AW29_391_4,-0.3744680851063833,Generated
A0A1G0AW29_392_4,-0.3668085106382981,Generated
A0A2K8L348_393_4,-0.38382978723404276,Generated
A0A2K8L348_394_4,-0.3189361702127668,Generated
A0A1G0AW29_395_4,-0.38978723404255317,Generated
A0A813L3F7_396_4,-0.35583756345177703,Generated
A0A2K8L348_397_4,-0.2614893617021282,Generated
K1YYQ0_398_4,-0.20294117647058843,Generated
K1YYQ0_399_4,-0.29434389140271555,Generated
A0A849Q8T9_400_4,-0.17876288659793843,Generated
A0A0G0QYQ4_401_4,-0.28545034642032396,Generated
A0A0G0QYQ4_402_4,-0.25427251732101697,Generated
A0A3M1FDV3_403_4,-0.2776180698151958,Generated
A0A3M1FDV3_404_4,-0.30287474332648945,Generated
A0A3M1FDV3_405_4,-0.33716632443531896,Generated
A0A3M1FDV3_406_4,-0.3043121149897336,Generated
A0A3M1FDV3_407_4,-0.29527720739219787,Generated
K1YYQ0_408_4,-0.27466063348416353,Generated
A0A3M1FDV3_409_4,-0.35051334702258763,Generated
A0A3M1FDV3_410_4,-0.39876796714579094,Generated
K1YYQ0_411_4,-0.29162895927601873,Generated
K1YYQ0_412_4,-0.09999999999999994,Generated
K1YYQ0_413_4,-0.20882352941176535,Generated
K1YYQ0_414_4,-0.2678733031674214,Generated
K1YYQ0_415_4,-0.18416289592760218,Generated
K1YYQ0_416_4,-0.1703619909502266,Generated
K1YYQ0_417_4,-0.23122171945701406,Generated
A0A0G0QYQ4_418_4,-0.244572748267899,Generated
A0A0G0QYQ4_419_4,-0.22863741339491991,Generated
A0A3M1FDV3_420_4,-0.31108829568788565,Generated
K1YYQ0_421_4,-0.157239819004525,Generated
K1YYQ0_422_4,-0.2153846153846158,Generated
A0A3M1FDV3_423_4,-0.3114989733059557,Generated
A0A3M1FDV3_424_4,-0.3344969199178651,Generated
K1YYQ0_425_4,-0.26380090497737624,Generated
K1YYQ0_426_4,-0.20090497737556598,Generated
K1YYQ0_427_4,-0.25113122171945745,Generated
A0A3M1FDV3_428_4,-0.3716632443531829,Generated
A0A3M1FDV3_429_4,-0.3312114989733066,Generated
A0A3M1FDV3_430_4,-0.3324435318275161,Generated
A0A3M1FDV3_431_4,-0.39383983572895304,Generated
A0A3M1FDV3_432_4,-0.3427104722792614,Generated
A0A3M1FDV3_433_4,-0.3694045174537991,Generated
K1YYQ0_434_4,-0.2671945701357474,Generated
K1YYQ0_435_4,-0.26990950226244426,Generated
K1YYQ0_436_4,-0.345701357466064,Generated
K1YYQ0_437_4,-0.2540723981900458,Generated
K1YYQ0_438_4,-0.24932126696832638,Generated
A0A849Q8T9_439_4,-0.15113402061855694,Generated
A0A3M1FDV3_440_4,-0.34209445585215675,Generated
A0A3M1FDV3_441_4,-0.35893223819301917,Generated
A0A3M1FDV3_442_4,-0.3679671457905548,Generated
A0A3M1FDV3_443_4,-0.20924024640657113,Generated
A0A3M1FDV3_444_4,-0.3320328542094462,Generated
A0A3M1FDV3_445_4,-0.3096509240246412,Generated
A0A3M1FDV3_446_4,-0.3868583162217664,Generated
A0A0G0QYQ4_447_4,-0.27736720554272587,Generated
A0A2K8L348_448_4,-0.3044680851063837,Generated
A0A0G0QYQ4_449_4,-0.16743648960739088,Generated
A0A1G0AW29_450_4,-0.3759574468085107,Generated
A0A075IPP2_451_4,-0.1726817042606522,Generated
A0A075IPP2_452_4,0.018796992481203062,Generated
A0A075IPP2_453_4,-0.14912280701754416,Generated
A0A075IPP2_454_4,-0.22205513784461206,Generated
A0A075IPP2_455_4,-0.10651629072681706,Generated
A0A1G0AW29_456_4,-0.33787234042553244,Generated
A0A1G0AW29_457_4,-0.3346808510638299,Generated
A0A1G0AW29_458_4,-0.325957446808511,Generated
A0A1G0AW29_459_4,-0.3927659574468084,Generated
A0A1G0AW29_460_4,-0.38404255319148944,Generated
A0A1G0AW29_461_4,-0.3080851063829791,Generated
A0A2K8L348_462_4,-0.2942553191489369,Generated
A0A075IPP2_463_4,-0.18070175438596536,Generated
A0A075IPP2_464_4,-0.045864661654135275,Generated
A0A2K8L348_465_4,-0.34085106382978775,Generated
A0A2K8L348_466_4,-0.2225531914893621,Generated
A0A1G0AW29_467_4,-0.32829787234042596,Generated
A0A1G0AW29_468_4,-0.3123404255319156,Generated
A0A1G0AW29_469_4,-0.2670212765957454,Generated
A0A1G0AW29_470_4,-0.270638297872341,Generated
A0A2K8L348_471_4,-0.2810638297872344,Generated
A0A2K8L348_472_4,-0.34276595744680893,Generated
A0A075IPP2_473_4,-0.18922305764411063,Generated
A0A1G0AW29_474_4,-0.36659574468085115,Generated
A0A1G0AW29_475_4,-0.3768085106382978,Generated
A0A1G0AW29_476_4,-0.37276595744680846,Generated
A0A1G0AW29_477_4,-0.3053191489361709,Generated
A0A1G0AW29_478_4,-0.36148936170212803,Generated
A0A1G0AW29_479_4,-0.3817021276595747,Generated
A0A075IPP2_480_4,-0.04010025062656632,Generated
A0A075IPP2_481_4,-0.10050125313283248,Generated
A0A075IPP2_482_4,-0.24285714285714327,Generated
A0A075IPP2_483_4,-0.21328320802005057,Generated
A0A075IPP2_484_4,-0.18245614035087765,Generated
A0A075IPP2_485_4,-0.16090225563909813,Generated
A0A075IPP2_486_4,-0.22882205513784515,Generated
A0A075IPP2_487_4,-0.14761904761904798,Generated
A0A1G0AW29_488_4,-0.3914893617021278,Generated
A0A1G0AW29_489_4,-0.32638297872340477,Generated
A0A1G0AW29_490_4,-0.3738297872340428,Generated
A0A1G0AW29_491_4,-0.33808510638297895,Generated
A0A1G0AW29_492_4,-0.31148936170212826,Generated
A0A075IPP2_493_4,-0.08872180451127824,Generated
A0A075IPP2_494_4,-0.1746867167919802,Generated
A0A075IPP2_495_4,-0.16240601503759444,Generated
A0A075IPP2_496_4,-0.19523809523809554,Generated
A0A075IPP2_497_4,-0.17644110275689284,Generated
A0A075IPP2_498_4,-0.24761904761904827,Generated
A0A1G0AW29_499_4,-0.2397872340425539,Generated
A0A1G0AW29_500_4,-0.27468085106383056,Generated
A0A2K8L348_501_4,-0.2644680851063836,Generated
A0A1G0AW29_502_4,-0.3948936170212764,Generated
A0A1G0AW29_503_4,-0.2451063829787241,Generated
A0A832ANL8_504_4,-0.23413461538461594,Generated
A0A832ANL8_505_4,-0.1384615384615387,Generated
A0A832ANL8_506_4,-0.2314903846153853,Generated
A0A832ANL8_507_4,-0.17524038461538494,Generated
A0A832ANL8_508_4,-0.15769230769230783,Generated
