Sequence_ID,pI,Type
A0A075IPP2_139_2,6.6447851181030275,Generated
A0A075IPP2_140_2,5.286844825744628,Generated
A0A075IPP2_141_2,5.505731773376463,Generated
A0A075IPP2_142_2,5.789244651794434,Generated
A0A1G0AW29_143_2,5.522271919250487,Generated
A0A2K8L348_144_2,5.174417304992674,Generated
A0A1G0AW29_145_2,6.032799720764159,Generated
A0A1G0AW29_146_2,5.1353120803833,Generated
A0A1G0AW29_147_2,5.290368843078612,Generated
A0A1G0AW29_148_2,6.087365150451659,Generated
A0A075IPP2_149_2,8.696930122375488,Generated
A0A075IPP2_150_2,5.352778053283691,Generated
A0A1G0AW29_151_2,4.966784477233887,Generated
A0A1G0AW29_152_2,5.304010200500487,Generated
A0A075IPP2_153_2,5.662721061706543,Generated
A0A1G0AW29_154_2,5.333623313903809,Generated
A0A2K8L348_155_2,5.220911598205565,Generated
A0A075IPP2_156_2,5.971072578430175,Generated
A0A075IPP2_157_2,6.105098915100096,Generated
A0A075IPP2_158_2,5.533980751037597,Generated
A0A1G0AW29_159_2,5.097343635559081,Generated
A0A1G0AW29_160_2,5.195902442932128,Generated
A0A2K8L348_161_2,5.310035133361816,Generated
A0A1G0AW29_162_2,5.377218818664551,Generated
A0A1G0AW29_163_2,5.529376792907715,Generated
A0A2K8L348_164_2,5.448040199279785,Generated
A0A075IPP2_165_2,5.410014915466308,Generated
A0A1G0AW29_166_2,5.57649631500244,Generated
A0A075IPP2_167_2,6.068665122985839,Generated
A0A1G0AW29_168_2,5.134459495544433,Generated
A0A1G0AW29_169_2,6.217242240905762,Generated
A0A1G0AW29_170_2,6.100438117980955,Generated
A0A1G0AW29_171_2,5.430874824523924,Generated
A0A1G0AW29_172_2,5.4845308303833,Generated
A0A075IPP2_173_3,5.346014213562011,Generated
A0A075IPP2_174_3,5.45440616607666,Generated
A0A3M2BFW8_175_3,5.19846019744873,Generated
A0A3M2BFW8_176_3,4.854527473449706,Generated
A0A3M2BFW8_177_3,5.572915458679199,Generated
A0A2K8L348_178_3,5.056419563293456,Generated
A0A075IPP2_179_3,4.92483730316162,Generated
A0A075IPP2_180_3,6.146534538269043,Generated
A0A3M2BFW8_181_3,4.96746654510498,Generated
A0A2K8L348_182_3,5.374376869201661,Generated
A0A075IPP2_183_3,6.468356895446777,Generated
A0A1G0AW29_184_3,5.78674373626709,Generated
A0A075IPP2_185_3,5.565242195129394,Generated
A0A075IPP2_186_3,5.469127464294433,Generated
A0A3M2BFW8_187_3,5.156399345397948,Generated
A0A3M2BFW8_188_3,4.721012687683105,Generated
A0A3M2BFW8_189_3,5.137926673889159,Generated
A0A3M2BFW8_190_3,5.2073270797729485,Generated
A0A1G0AW29_191_3,5.408991813659667,Generated
A0A1G0AW29_192_3,5.345332145690917,Generated
A0A1G0AW29_193_3,6.340071296691894,Generated
A0A1G0AW29_194_3,5.810104560852051,Generated
A0A1G0AW29_195_3,5.539380455017089,Generated
A0A1G0AW29_196_3,5.833976936340332,Generated
A0A832ANL8_197_3,6.44567813873291,Generated
A0A832ANL8_198_3,5.859327125549315,Generated
A0A832ANL8_199_3,5.5356859207153315,Generated
F2ZCF1_200_3,5.462761497497559,Generated
F2ZCF1_201_3,4.759435844421386,Generated
A0A2M7EME9_202_3,5.963569831848145,Generated
A0A3S9PWU7_203_3,4.981051063537596,Generated
A0A1G0AW29_204_3,5.511188316345213,Generated
A0A1G0AW29_205_3,5.724448204040528,Generated
A0A1G0AW29_206_3,5.202552604675293,Generated
A0A075IPP2_207_3,5.047268486022949,Generated
A0A1G0AW29_208_3,5.692391014099121,Generated
A0A1G0AW29_209_3,5.03629856109619,Generated
A0A075IPP2_210_3,5.537447929382323,Generated
A0A075IPP2_211_3,5.3999544143676745,Generated
A0A2K8L348_212_3,6.201327323913574,Generated
D9SHP6_213_3,5.789699363708496,Generated
A0A1G0AW29_214_3,6.216048622131347,Generated
D9SHP6_215_3,5.351641273498536,Generated
D9SHP6_216_3,5.614692115783691,Generated
D9SHP6_217_3,5.1732805252075185,Generated
A0A2K8L348_218_3,5.563593864440917,Generated
A0A075IPP2_219_3,5.093308067321778,Generated
A0A1G0AW29_220_3,5.512722969055174,Generated
A0A1G0AW29_221_3,5.256606483459472,Generated
A0A1G0AW29_222_3,6.378210258483887,Generated
A0A1G0AW29_223_3,5.99096622467041,Generated
A0A1G0AW29_224_3,5.828690910339356,Generated
A0A075IPP2_225_3,6.4652307510375975,Generated
A0A075IPP2_226_3,5.913381004333496,Generated
A0A075IPP2_227_3,5.476630210876464,Generated
A0A075IPP2_228_3,5.589682960510253,Generated
A0A1G0AW29_229_3,5.272976112365721,Generated
A0A1G0AW29_230_3,5.798395729064941,Generated
A0A1G0AW29_231_3,5.383130073547363,Generated
A0A2K8L348_232_3,4.882094383239747,Generated
D9SHP6_233_3,5.492601966857909,Generated
D9SHP6_234_3,5.365964698791504,Generated
D9SHP6_235_3,5.873877906799316,Generated
D9SHP6_236_3,5.568425178527831,Generated
A0A075IPP2_237_3,5.190843772888182,Generated
A0A2K8L348_238_3,5.8123781204223635,Generated
A0A2K8L348_239_3,5.10126552581787,Generated
A0A2K8L348_240_3,5.757414817810059,Generated
A0A1G0AW29_241_3,5.69500560760498,Generated
A0A1G0AW29_242_3,5.6704511642456055,Generated
A0A1G0AW29_243_3,5.571721839904785,Generated
A0A1G0AW29_244_3,5.545291709899902,Generated
A0A1G0AW29_245_3,6.054341697692871,Generated
A0A1G0AW29_246_3,5.601619148254394,Generated
A0A1G0AW29_247_3,5.34811725616455,Generated
A0A1G0AW29_248_3,7.73524112701416,Generated
A0A1G0AW29_249_3,5.590194511413574,Generated
A0A075IPP2_250_3,6.885043525695801,Generated
D9SHP6_251_3,6.254244422912598,Generated
D9SHP6_252_3,5.31799259185791,Generated
A0A1G0AW29_253_3,5.393645286560059,Generated
A0A1G0AW29_254_3,5.321346092224121,Generated
A0A1G0AW29_255_3,5.986703300476075,Generated
A0A1G0AW29_256_3,5.457304954528809,Generated
A0A1G0AW29_257_3,6.206783866882325,Generated
A0A1G0AW29_258_3,6.0299577713012695,Generated
A0A1G0AW29_259_3,5.783219718933105,Generated
A0A1G0AW29_260_3,5.394497871398925,Generated
A0A075IPP2_261_3,6.231906700134277,Generated
A0A075IPP2_262_3,5.186978721618652,Generated
A0A075IPP2_263_3,5.5564889907836905,Generated
A0A2K8L348_264_3,5.17998752593994,Generated
A0A075IPP2_265_3,5.656411933898925,Generated
A0A2K8L348_266_3,5.439230155944824,Generated
A0A075IPP2_267_3,5.681591606140137,Generated
A0A948EPL6_268_3,6.074519538879394,Generated
A0A948EPL6_269_3,5.591160774230956,Generated
A0A948EPL6_270_3,5.826815223693848,Generated
A0A832J6A2_271_3,5.037264823913574,Generated
A0A832J6A2_272_3,5.675168800354004,Generated
A0A948EPL6_273_3,5.252400398254394,Generated
A0A948EPL6_274_3,5.819767189025879,Generated
A0A948EPL6_275_3,5.91821231842041,Generated
A0A948EPL6_276_3,5.241203117370604,Generated
A0A832ANL8_277_3,6.887487602233888,Generated
A0A075IPP2_278_3,5.193515205383299,Generated
A0A075IPP2_279_3,5.075403785705565,Generated
A0A075IPP2_280_3,5.221877861022948,Generated
A0A832ANL8_281_3,5.54665584564209,Generated
A0A075IPP2_282_3,5.526080131530762,Generated
A0A075IPP2_283_3,5.15634250640869,Generated
D9SHP6_284_3,4.717090797424316,Generated
A0A1G0AW29_285_3,5.386085700988769,Generated
A0A075ISY8_286_3,6.228610038757325,Generated
A0A075ISY8_287_3,5.9660139083862305,Generated
A0A075ISY8_288_3,6.266351127624512,Generated
A0A075ISY8_289_3,5.545632743835449,Generated
A0A075ISY8_290_3,6.079180335998534,Generated
A0A2U0AGL4_291_3,5.331804466247559,Generated
A0A657Q713_292_3,5.0065717697143555,Generated
I4DDR7_293_3,6.1421010971069325,Generated
A0A7Y2YWN0_294_3,5.9242372512817365,Generated
A0A7Y0GYQ9_295_3,5.134118461608886,Generated
A0A075IPP2_296_3,5.905537223815918,Generated
A0A7Y0GYQ9_297_3,7.270241355895997,Generated
A0A832ANL8_298_3,5.327029991149902,Generated
I4DDM4_299_3,5.77946834564209,Generated
A0A7Y0GYQ9_300_3,6.279026222229004,Generated
A0A7Y0GYQ9_301_3,6.058036231994628,Generated
A0A7Y0GYQ9_302_3,5.77372760772705,Generated
A0A7Y0GYQ9_303_3,6.32199649810791,Generated
A0A369CGS8_304_3,5.962319374084472,Generated
A0A1N7LI14_305_3,5.76179141998291,Generated
A0A0D6B0K4_306_3,4.979686927795409,Generated
A0A0P9C7E3_307_3,9.164325904846194,Generated
A0A948EPL6_308_3,7.800755119323731,Generated
A0A948EPL6_309_3,5.312138175964355,Generated
A0A948EPL6_310_3,5.900762748718263,Generated
A0A948EPL6_311_3,5.961694145202637,Generated
A0A948EPL6_312_3,5.560183525085448,Generated
UPI0003F8EEA2_313_3,5.2765001296997065,Generated
A0A832ANL8_314_3,5.24728488922119,Generated
A0A2K8L348_315_3,5.572006034851074,Generated
D9SHP6_316_3,5.743943977355957,Generated
A0A1G0AW29_317_3,4.939785957336424,Generated
A0A1G0AW29_318_3,6.945577049255371,Generated
A0A1G0AW29_319_3,4.973661994934082,Generated
A0A1G0AW29_320_3,5.187944984436034,Generated
A0A075IPP2_321_3,5.645953559875489,Generated
A0A075IPP2_322_3,5.522044563293456,Generated
A0A075IPP2_323_3,5.125365257263183,Generated
A0A075IPP2_324_3,5.39205379486084,Generated
I4DDM4_325_3,5.533298683166502,Generated
I4DDM4_326_3,5.541540336608886,Generated
I4DDM4_327_3,5.578713035583495,Generated
A0A832ANL8_328_3,5.2096574783325185,Generated
A0A075IPP2_329_3,6.885668754577638,Generated
A0A7Y0GYQ9_330_3,6.5414518356323255,Generated
A0A075IPP2_331_3,6.609999656677247,Generated
A0A1G0AW29_332_3,6.551796531677247,Generated
A0A1G0AW29_333_3,5.367726707458496,Generated
A0A1G0AW29_334_3,5.279910469055174,Generated
A0A1G0AW29_335_3,5.661527442932129,Generated
A0A1G0AW29_336_3,5.551202964782715,Generated
A0A1G0AW29_337_3,5.559217262268065,Generated
A0A075IPP2_338_3,6.201327323913574,Generated
A0A075IPP2_339_3,8.498238563537598,Generated
A0A3M2BFW8_340_3,5.188854408264159,Generated
A0A3M2BFW8_341_3,4.732664680480957,Generated
A0A3M2BFW8_342_3,4.974912452697754,Generated
A0A3M2BFW8_343_3,5.104960060119628,Generated
A0A832ANL8_344_3,5.0871694564819325,Generated
A0A948EPL6_345_3,5.147361946105955,Generated
A0A832J6A2_346_3,5.365851020812988,Generated
A0A3D0LV50_347_3,6.030469322204589,Generated
A0A075IRW9_348_3,5.782423973083495,Generated
A0A953VJD8_349_3,6.524911689758301,Generated
A0A1G0AW29_350_3,5.621001243591309,Generated
F2ZCE9_351_3,5.8455720901489245,Generated
A0A1G3IDC6_352_3,8.969502449035648,Generated
A0A661DL27_353_3,5.679886436462403,Generated
A0A1G0AW29_354_3,5.191071128845214,Generated
A0A948EPL6_355_3,5.125365257263183,Generated
A0A948EPL6_356_3,5.37619571685791,Generated
A0A948EPL6_357_3,5.9108800888061515,Generated
A0A948EPL6_358_3,6.022341346740721,Generated
A0A075IPP2_359_3,6.611591148376465,Generated
A0A832J6A2_360_3,5.246943855285643,Generated
A0A075IPP2_361_3,6.876006126403809,Generated
A0A948EPL6_362_3,5.753322410583496,Generated
A0A948EPL6_363_3,5.079553031921385,Generated
A0A948EPL6_364_3,5.598151969909667,Generated
A0A948EPL6_365_3,5.289573097229003,Generated
A0A948EPL6_366_3,5.791575050354004,Generated
A0A948EPL6_367_3,5.496921730041502,Generated
A0A948EPL6_368_3,5.165891456604002,Generated
A0A1G0AW29_369_3,5.905537223815918,Generated
A0A1G0AW29_370_3,5.2647912979125975,Generated
A0A1G0AW29_371_3,5.236997032165527,Generated
A0A948EPL6_372_3,6.888510704040528,Generated
A0A075ISY8_373_3,5.371762275695801,Generated
A0A075ISY8_374_3,6.2690225601196286,Generated
A0A7V7WQB9_375_3,5.268031120300292,Generated
A0A3M2BFW8_376_3,4.861916542053222,Generated
A0A075IPP2_377_3,5.48919162750244,Generated
A0A832ANL8_378_3,6.008699989318846,Generated
A0A832ANL8_379_3,5.426725578308105,Generated
A0A832ANL8_380_3,5.179191780090331,Generated
A0A1G0AW29_381_3,5.4079687118530275,Generated
A0A075IPP2_382_3,5.555693244934082,Generated
A0A075IPP2_383_3,5.353857994079591,Generated
A0A075IPP2_384_3,5.383868980407715,Generated
A0A075IPP2_385_3,5.093819618225097,Generated
A0A075IPP2_386_3,5.583714866638183,Generated
A0A075IPP2_387_3,5.291050910949706,Generated
A0A075IPP2_388_3,4.769894218444825,Generated
A0A075IPP2_389_3,5.578030967712402,Generated
A0A1G0AW29_390_4,5.483394050598144,Generated
A0A1G0AW29_391_4,5.6380529403686515,Generated
A0A1G0AW29_392_4,5.4834508895874015,Generated
A0A2K8L348_393_4,5.130196571350097,Generated
A0A2K8L348_394_4,5.459407997131348,Generated
A0A1G0AW29_395_4,5.591501808166503,Generated
A0A813L3F7_396_4,5.840570259094237,Generated
A0A2K8L348_397_4,5.04232349395752,Generated
K1YYQ0_398_4,6.372753715515137,Generated
K1YYQ0_399_4,6.164666175842284,Generated
A0A849Q8T9_400_4,5.251320457458495,Generated
A0A0G0QYQ4_401_4,7.668625831604005,Generated
A0A0G0QYQ4_402_4,5.654252052307128,Generated
A0A3M1FDV3_403_4,9.09702091217041,Generated
A0A3M1FDV3_404_4,7.750758171081543,Generated
A0A3M1FDV3_405_4,8.838631629943851,Generated
A0A3M1FDV3_406_4,8.485602760314944,Generated
A0A3M1FDV3_407_4,6.981783485412598,Generated
K1YYQ0_408_4,9.244460105895993,Generated
A0A3M1FDV3_409_4,6.111351203918456,Generated
A0A3M1FDV3_410_4,9.215062522888182,Generated
K1YYQ0_411_4,6.031947135925292,Generated
K1YYQ0_412_4,5.468672752380371,Generated
K1YYQ0_413_4,6.55247859954834,Generated
K1YYQ0_414_4,6.209739494323729,Generated
K1YYQ0_415_4,6.2469690322875975,Generated
K1YYQ0_416_4,6.116409873962401,Generated
K1YYQ0_417_4,8.491340446472169,Generated
A0A0G0QYQ4_418_4,6.609942817687989,Generated
A0A0G0QYQ4_419_4,7.704036521911622,Generated
A0A3M1FDV3_420_4,6.503312873840332,Generated
K1YYQ0_421_4,5.554158592224121,Generated
K1YYQ0_422_4,6.664621925354004,Generated
A0A3M1FDV3_423_4,6.9608667373657225,Generated
A0A3M1FDV3_424_4,7.235455894470216,Generated
K1YYQ0_425_4,8.643614768981934,Generated
K1YYQ0_426_4,5.515167045593261,Generated
K1YYQ0_427_4,7.770708656311036,Generated
A0A3M1FDV3_428_4,8.26234874725342,Generated
A0A3M1FDV3_429_4,9.344321632385256,Generated
A0A3M1FDV3_430_4,6.984227561950684,Generated
A0A3M1FDV3_431_4,9.104047966003417,Generated
A0A3M1FDV3_432_4,8.807106590270998,Generated
A0A3M1FDV3_433_4,7.226191139221191,Generated
K1YYQ0_434_4,6.24924259185791,Generated
K1YYQ0_435_4,8.992840003967284,Generated
K1YYQ0_436_4,8.776290702819825,Generated
K1YYQ0_437_4,5.7853796005249025,Generated
K1YYQ0_438_4,6.617104530334472,Generated
A0A849Q8T9_439_4,5.207099723815917,Generated
A0A3M1FDV3_440_4,6.550205039978027,Generated
A0A3M1FDV3_441_4,6.611363792419434,Generated
A0A3M1FDV3_442_4,6.189618492126464,Generated
A0A3M1FDV3_443_4,5.852620124816894,Generated
A0A3M1FDV3_444_4,6.581466484069825,Generated
A0A3M1FDV3_445_4,8.878344154357912,Generated
A0A3M1FDV3_446_4,8.535436820983886,Generated
A0A0G0QYQ4_447_4,6.574930000305176,Generated
A0A2K8L348_448_4,4.996965980529784,Generated
A0A0G0QYQ4_449_4,5.594002723693847,Generated
A0A1G0AW29_450_4,5.999378395080566,Generated
A0A075IPP2_451_4,5.938105964660645,Generated
A0A075IPP2_452_4,5.530172538757324,Generated
A0A075IPP2_453_4,5.790210914611817,Generated
A0A075IPP2_454_4,5.873934745788574,Generated
A0A075IPP2_455_4,5.199938011169433,Generated
A0A1G0AW29_456_4,6.1472166061401365,Generated
A0A1G0AW29_457_4,5.2351781845092775,Generated
A0A1G0AW29_458_4,5.476687049865721,Generated
A0A1G0AW29_459_4,6.095777320861815,Generated
A0A1G0AW29_460_4,5.170609092712401,Generated
A0A1G0AW29_461_4,6.20792064666748,Generated
A0A2K8L348_462_4,8.174349403381349,Generated
A0A075IPP2_463_4,5.367840385437011,Generated
A0A075IPP2_464_4,5.319413566589356,Generated
A0A2K8L348_465_4,5.575132179260252,Generated
A0A2K8L348_466_4,4.882719612121583,Generated
A0A1G0AW29_467_4,6.450964164733886,Generated
A0A1G0AW29_468_4,5.620830726623535,Generated
A0A1G0AW29_469_4,4.972809410095214,Generated
A0A1G0AW29_470_4,7.203626060485839,Generated
A0A2K8L348_471_4,5.515394401550291,Generated
A0A2K8L348_472_4,5.203632545471191,Generated
A0A075IPP2_473_4,5.207668113708496,Generated
A0A1G0AW29_474_4,6.257825279235839,Generated
A0A1G0AW29_475_4,5.073130226135253,Generated
A0A1G0AW29_476_4,5.638223457336425,Generated
A0A1G0AW29_477_4,5.111894416809082,Generated
A0A1G0AW29_478_4,5.846595191955566,Generated
A0A1G0AW29_479_4,5.5061864852905265,Generated
A0A075IPP2_480_4,5.464068794250489,Generated
A0A075IPP2_481_4,4.6587739944458,Generated
A0A075IPP2_482_4,5.860066032409667,Generated
A0A075IPP2_483_4,5.321175575256347,Generated
A0A075IPP2_484_4,5.0020246505737305,Generated
A0A075IPP2_485_4,5.818118858337402,Generated
A0A075IPP2_486_4,5.356358909606934,Generated
A0A075IPP2_487_4,5.038969993591309,Generated
A0A1G0AW29_488_4,5.733769798278809,Generated
A0A1G0AW29_489_4,5.428089714050292,Generated
A0A1G0AW29_490_4,5.599459266662596,Generated
A0A1G0AW29_491_4,9.055438804626462,Generated
A0A1G0AW29_492_4,6.148523902893066,Generated
A0A075IPP2_493_4,5.28940258026123,Generated
A0A075IPP2_494_4,5.540233039855956,Generated
A0A075IPP2_495_4,8.931852912902833,Generated
A0A075IPP2_496_4,5.524886512756347,Generated
A0A075IPP2_497_4,6.660927391052247,Generated
A0A075IPP2_498_4,9.096891975402833,Generated
A0A1G0AW29_499_4,5.463614082336425,Generated
A0A1G0AW29_500_4,5.428260231018065,Generated
A0A2K8L348_501_4,5.0468137741088865,Generated
A0A1G0AW29_502_4,5.541312980651854,Generated
A0A1G0AW29_503_4,5.265928077697754,Generated
A0A832ANL8_504_4,5.757414817810059,Generated
A0A832ANL8_505_4,6.140225410461425,Generated
A0A832ANL8_506_4,8.88685398101807,Generated
A0A832ANL8_507_4,5.6967676162719725,Generated
A0A832ANL8_508_4,5.7828218460083,Generated
A0A832ANL8_509_4,4.938706016540526,Generated
A0A832ANL8_510_4,5.711545753479004,Generated
A0A355WLL9_511_4,5.24910373687744,Generated
A0A355WLL9_512_4,6.128118705749511,Generated
A0A355WLL9_513_4,5.041641426086425,Generated
A0A382KYT3_514_4,5.690003776550292,Generated
A0A382KYT3_515_4,5.49646701812744,Generated
A0A382KYT3_516_4,5.216080284118651,Generated
A0A382KYT3_517_4,5.860691261291502,Generated
A0A832ANL8_518_4,5.834090614318847,Generated
A0A832ANL8_519_4,5.196470832824706,Generated
A0A832ANL8_520_4,5.254503440856933,Generated
A0A832ANL8_521_4,5.907242393493653,Generated
A0A832ANL8_522_4,5.042039299011231,Generated
A0A832ANL8_523_4,5.953964042663575,Generated
A0A832ANL8_524_4,5.046245384216308,Generated
A0A7Y0GYQ9_525_4,5.3615312576293945,Generated
A0A832ANL8_526_4,5.516929054260252,Generated
A0A7Y0GYQ9_527_4,5.293722343444824,Generated
A0A7Y0GYQ9_528_4,5.732291984558106,Generated
A0A7Y0GYQ9_529_4,5.935605049133301,Generated
A0A7Y0GYQ9_530_4,5.663801002502441,Generated
I4DDM4_531_4,5.3966577529907225,Generated
A0A832ANL8_532_4,6.040245628356933,Generated
A0A832ANL8_533_4,5.795781135559082,Generated
A0A832ANL8_534_4,6.842073249816894,Generated
A0A832ANL8_535_4,5.235064506530762,Generated
A0A832ANL8_536_4,5.5869546890258786,Generated
A0A7Y0GYQ9_537_4,5.885188865661621,Generated
A0A7Y0GYQ9_538_4,4.799507331848145,Generated
A0A7Y0GYQ9_539_4,5.795667457580566,Generated
A0A7Y0GYQ9_540_4,5.829998207092285,Generated
A0A7Y0GYQ9_541_4,5.540971946716308,Generated
A0A832ANL8_542_4,5.7853796005249025,Generated
A0A832ANL8_543_4,5.367897224426269,Generated
A0A832ANL8_544_4,5.3128770828247065,Generated
